Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
Chương 4,5,"Hạn chế nào sau đây gắn liền với bản chất của kênh phân phối điện tử, khiến doanh nghiệp không thể áp dụng cho mọi loại dịch vụ?","Không phù hợp với các dịch vụ yêu cầu mức độ tiếp xúc trực tiếp cao giữa khách hàng và nhà cung cấp","Khó thu thập dữ liệu khách hàng và đánh giá mức độ hài lòng theo thời gian thực","Phạm vi phục vụ bị giới hạn bởi khu vực địa lý và thời gian hoạt động của hệ thống","Chi phí vận hành cao do phụ thuộc vào nhiều lớp trung gian công nghệ","Không phù hợp với các dịch vụ yêu cầu mức độ tiếp xúc trực tiếp cao giữa khách hàng và nhà cung cấp"
Chương 4,6,"Trong phương thức phân phối mà khách hàng phải trực tiếp đến địa điểm cung ứng, vai trò của yếu tố hữu hình chủ yếu thể hiện ở điểm nào?","Giúp khách hàng hình thành cảm nhận về chất lượng dịch vụ và gia tăng giá trị cảm xúc trong quá trình tiêu dùng","Giúp doanh nghiệp giảm chi phí vận hành thông qua việc tiêu chuẩn hóa cơ sở vật chất","Giúp rút ngắn thời gian cung ứng dịch vụ nhờ thiết kế không gian hợp lý","Giúp hạn chế sự phụ thuộc vào năng lực giao tiếp của nhân viên phục vụ","Giúp khách hàng hình thành cảm nhận về chất lượng dịch vụ và gia tăng giá trị cảm xúc trong quá trình tiêu dùng"
Chương 4,7,"Chiến lược phân phối dịch vụ qua nhiều địa điểm mang lại lợi ích cốt lõi nào cho doanh nghiệp dịch vụ?","Giúp tối ưu hóa khả năng tiếp cận khách hàng, mở rộng thị trường và gia tăng mức độ thuận tiện trong tiêu dùng dịch vụ","Giúp doanh nghiệp loại bỏ hoàn toàn vai trò của yếu tố con người trong quá trình cung ứng dịch vụ","Cho phép doanh nghiệp giảm yêu cầu đầu tư vào cơ sở hạ tầng và trang thiết bị chuyên môn","Đảm bảo chất lượng dịch vụ đồng nhất tuyệt đối tại mọi điểm cung ứng mà không cần cơ chế kiểm soát","Giúp tối ưu hóa khả năng tiếp cận khách hàng, mở rộng thị trường và gia tăng mức độ thuận tiện trong tiêu dùng dịch vụ"
Chương 4,8,"Việc kéo dài thời gian phục vụ mang lại lợi ích và lợi thế nào cho doanh nghiệp dịch vụ?","Giúp doanh nghiệp tiếp cận các nhóm khách hàng đặc thù, nâng cao năng lực cạnh tranh và tận dụng thời gian ngoài giờ cao điểm để gia tăng giá trị","Giúp doanh nghiệp loại bỏ hoàn toàn tình trạng biến động nhu cầu theo thời gian","Giúp giảm chi phí vận hành do phân bổ đều lưu lượng khách hàng trong ngày","Giúp thay thế hoàn toàn các hoạt động marketing truyền thống","Giúp doanh nghiệp tiếp cận các nhóm khách hàng đặc thù, nâng cao năng lực cạnh tranh và tận dụng thời gian ngoài giờ cao điểm để gia tăng giá trị"
Chương 4,9,"Vai trò của hệ thống cung ứng dịch vụ trong việc đảm bảo chất lượng dịch vụ được thể hiện rõ nhất qua yếu tố nào sau đây?","Khả năng chuẩn hóa quy trình cung ứng, giảm sai sót và duy trì chất lượng dịch vụ ổn định giữa các lần cung cấp","Khả năng nâng cao cảm xúc tích cực của khách hàng thông qua yếu tố con người và môi trường dịch vụ","Khả năng tăng tốc độ cung ứng dịch vụ nhằm rút ngắn thời gian chờ đợi của khách hàng","Khả năng linh hoạt điều chỉnh dịch vụ theo từng trường hợp phát sinh ngoài quy trình chuẩn","Khả năng chuẩn hóa quy trình cung ứng, giảm sai sót và duy trì chất lượng dịch vụ ổn định giữa các lần cung cấp"
Chương 4,10,"Bộ phận phía trước của hệ thống cung ứng dịch vụ có vai trò đặc biệt quan trọng vì lý do nào sau đây?","Vì đây là phần hệ thống mà khách hàng có thể nhìn thấy, bao gồm môi trường vật chất và nhân viên trực tiếp cung ứng, tác động trực tiếp đến cảm nhận của khách hàng về chất lượng dịch vụ","Vì bộ phận này chịu trách nhiệm thiết kế dịch vụ, phân bổ nguồn lực và kiểm soát hiệu quả vận hành tổng thể","Vì bộ phận phía trước quyết định chi phí cung ứng dịch vụ và khả năng mở rộng quy mô thị trường","Vì bộ phận này thay thế vai trò của tổ chức nội bộ trong việc đảm bảo chất lượng dịch vụ ổn định","Vì đây là phần hệ thống mà khách hàng có thể nhìn thấy, bao gồm môi trường vật chất và nhân viên trực tiếp cung ứng, tác động trực tiếp đến cảm nhận của khách hàng về chất lượng dịch vụ"
Chương 4,11,"Các đại lý bán vé máy bay của Vietnam Airlines là loại trung gian phân phối dịch vụ nào?","Đại lý dịch vụ","Trung gian môi giới","Nhà bán buôn dịch vụ","Trung gian kỹ thuật số","Đại lý dịch vụ"
Chương 4,12,"Hình thức phân phối dịch vụ ""Đối tác liên kết"" được hiểu đúng nhất là gì?","Là hình thức trong đó các doanh nghiệp dịch vụ liên kết với nhau để phân phối các dịch vụ kết hợp hoặc bổ sung, tạo thành gói giá trị gia tăng","Là hình thức doanh nghiệp thuê bên thứ ba phân phối toàn bộ dịch vụ cốt lõi để mở rộng thị trường mà không cần duy trì sự tham gia trực tiếp trong quá trình cung ứng","Là hình thức phân phối trong đó các doanh nghiệp chia sẻ chung kênh bán hàng nhưng vẫn cung ứng dịch vụ độc lập, không tích hợp giá trị hay trải nghiệm cho khách hàng","Là hình thức doanh nghiệp sử dụng trung gian chủ yếu để giảm chi phí phân phối, trong khi giá trị dịch vụ được quyết định riêng lẻ bởi từng nhà cung cấp","Là hình thức trong đó các doanh nghiệp dịch vụ liên kết với nhau để phân phối các dịch vụ kết hợp hoặc bổ sung, tạo thành gói giá trị gia tăng"
Chương 4,13,"Trong các trường hợp sau, trường hợp nào phù hợp nhất với việc doanh nghiệp chỉ lựa chọn một địa điểm phân phối dịch vụ duy nhất?","Dịch vụ có yêu cầu cao về quy mô đầu tư, trang thiết bị chuyên dụng và cần tập trung nguồn lực để tối ưu hiệu quả vận hành","Dịch vụ hướng đến số lượng lớn khách hàng phân tán và yêu cầu mức độ tiếp cận nhanh tại nhiều khu vực khác nhau","Dịch vụ có thể số hóa hoàn toàn và không đòi hỏi sự hiện diện vật lý của khách hàng tại điểm cung ứng","Dịch vụ có vòng đời ngắn và cần mở rộng nhanh độ phủ thị trường để chiếm lĩnh thị phần","Dịch vụ có yêu cầu cao về quy mô đầu tư, trang thiết bị chuyên dụng và cần tập trung nguồn lực để tối ưu hiệu quả vận hành"
Chương 4,14,"Vì sao nguồn nhân lực được xem là yếu tố then chốt trong tổ chức nội bộ của nhà cung ứng dịch vụ?","Vì nhân viên là người trực tiếp tương tác với khách hàng, và chất lượng tuyển dụng, đào tạo, phát triển nhân lực ảnh hưởng trực tiếp đến hiệu quả của hệ thống cung ứng dịch vụ","Vì nguồn nhân lực quyết định toàn bộ chiến lược định vị thương hiệu của doanh nghiệp dịch vụ trên thị trường","Vì đầu tư vào nguồn nhân lực giúp doanh nghiệp giảm nhu cầu xây dựng cơ sở vật chất và hạ tầng công nghệ","Vì nguồn nhân lực cho phép doanh nghiệp thay thế hoàn toàn các quy trình quản trị nội bộ bằng yếu tố con người","Vì nhân viên là người trực tiếp tương tác với khách hàng, và chất lượng tuyển dụng, đào tạo, phát triển nhân lực ảnh hưởng trực tiếp đến hiệu quả của hệ thống cung ứng dịch vụ"
Chương 4,15,"Hệ thống dịch vụ kết hợp được xem là mô hình ngày càng phổ biến vì lý do nào sau đây?","Vì mô hình này tích hợp hài hòa giữa yếu tố con người và công nghệ, giúp tối ưu hóa trải nghiệm khách hàng","Vì mô hình này loại bỏ hoàn toàn sự phụ thuộc vào nhân viên phục vụ trong cung ứng dịch vụ","Vì mô hình này cho phép doanh nghiệp giảm chi phí bằng cách thay thế cơ sở vật chất truyền thống","Vì mô hình này chỉ phù hợp với các dịch vụ có mức độ tiếp xúc thấp","Vì mô hình này tích hợp hài hòa giữa yếu tố con người và công nghệ, giúp tối ưu hóa trải nghiệm khách hàng"

Chương 5,1,"Mức độ tiếp xúc của quảng cáo sẽ không phụ thuộc vào yếu tố nào?","Phạm vi tiếp cận","Tần xuất","Tỷ lệ","Tác động","Tỷ lệ"
Chương 5,2,"Đâu không phải là phẩm chất đặc biệt thể hiện sức hấp dẫn của quan hệ công chúng?","Kịch tính hóa","Độ tin cậy cao","Khả năng tiếp cận những người mua khó tìm","Vấn đề công chúng","Vấn đề công chúng"
Chương 5,3,"Trong bước thiết lập ngân sách truyền thông, đâu là một nhược điểm của phương pháp tỷ lệ phần trăm doanh số?","Không khuyến khích xây dựng ngân sách truyền thông bằng cách xác định giá trị của từng sản phẩm dịch vụ và khu vực","Dẫn đến việc lập ngân sách theo các cơ hội thị trường chứ không phải theo tính khả dụng của nguồn vốn","Khuyến khích thử nghiệm truyền thông theo chu kỳ ngược hoặc chi tiêu mạnh tay","Không có cơ sở hợp lý nào để lựa chọn tỷ lệ phần trăm cụ thể, ngoại trừ những gì đã làm ở hiện tại hoặc những gì đối thủ cạnh tranh đang làm","Không có cơ sở hợp lý nào để lựa chọn tỷ lệ phần trăm cụ thể, ngoại trừ những gì đã làm ở hiện tại hoặc những gì đối thủ cạnh tranh đang làm"
Chương 5,4,"Chiến lược thông điệp trong thiết kế thông điệp truyền thông sử dụng 3 loại trải nghiệm không bao gồm:","trải nghiệm kết quả sử dụng","trải nghiệm trước khi sử dụng","trải nghiệm ngẫu nhiên khi sử dụng","trải nghiệm sản phẩm đang sử dụng","trải nghiệm ngẫu nhiên khi sử dụng"
Chương 5,5,"Nguồn thông điệp nào trong thiết kế thông điệp truyền thông không được coi là nguồn uy tín?","Độ tin cậy","Sự dễ mến","Chuyên môn","Nổi tiếng","Nổi tiếng"
Chương 5,6,"Trong thiết kế thông điệp truyền thông, lời kêu gọi gây sợ hãi không có hiệu quả khi nào?","Lời kêu gọi không quá mạnh","Sự hài hước và niềm vui được sử dụng","Độ tin cậy của nguồn thông tin cao","Thông điệp truyền đạt hứa hẹn, theo cách đáng tin cậy","Sự hài hước và niềm vui được sử dụng"
Chương 5,7,"Đâu không phải là một chức năng của quan hệ công chúng?","Tư vấn","Quảng cáo sản phẩm","Vận động hành lang","Truyền thông tài trợ","Truyền thông tài trợ"
Chương 5,8,"Thông điệp có thể được chuẩn bị để thu hút cá nhân được đề cập là đặc điểm nào của marketing trực tiếp?","Cập nhật","Tùy chỉnh","Tương tác","Chuẩn bị","Tùy chỉnh"
Chương 5,9,"Giai đoạn hành vi nằm ở giai đoạn hành vi của mô hình nào?","Phân cấp hiệu ứng","Đổi mới - Tiếp nhận","Truyền thông","AIDA","AIDA"
Chương 5,10,"Trong mô hình truyền thông vĩ mô, yếu tố nào đại diện cho công cụ chính?","Thông điệp","Nhiễu","Người gửi","Phản hồi","Thông điệp"
Chương 5,11,"Mức nào trong thời gian và phân bổ phương tiện truyền thông của quảng cáo có các lần tiếp xúc xuất hiện đồng đều trong một khoảng thời gian nhất định?","Mức bay","Mức xung","Mức liên tục","Mức tập trung","Mức liên tục"
Chương 5,12,"Quảng cáo sàn thương mại điện tử nói về chính sách giảm giá đợt Black Friday. Vậy quảng cáo này thuộc loại nào?","Quảng cáo thông tin","Quảng cáo nhắc nhở","Quảng cáo thuyết phục","Quảng cáo củng cố","Quảng cáo thuyết phục"
Chương 5,13,"Hình thức quảng cáo nào linh hoạt, lặp lại cao, chi phí thấp, ít cạnh tranh?","Truyền hình","Điện thoại","Radio","Ngoài trời","Ngoài trời"
Chương 5,14,"Để trả lời câu hỏi ""ai nên nói?"" trong thiết kế thông điệp truyền thông, yếu tố nào cần được quan tâm?","Chiến lược sáng tạo","Chiến lược thông điệp","Nguồn thông điệp","Nguồn sáng tạo","Nguồn thông điệp"
Chương 5,15,"Đâu không phải là một mục tiêu truyền thông ở giai đoạn tình cảm?","Cung cấp các dịch vụ bán chéo và bán hàng gia tăng","Làm khách hàng quen với các quy trình dịch vụ trước khi dùng","Quản lý hành vi và nhận thức của khách hàng trong quá trình phục vụ","Quản lý sự thảo mãn của khách hàng","Quản lý sự thảo mãn của khách hàng"
Chương 5,16,"Đâu không phải là một mục tiêu truyền thông ở giai đoạn hành vi?","Khuyến khích khách hàng tiềm năng mua hàng","Thúc đẩy truyền miệng (bình thường và trên mạng)","Thúc đẩy khách hàng giới thiệu doanh nghiệp","Xây dựng một cộng đồng về thương hiệu dịch vụ của doanh nghiệp","Khuyến khích khách hàng tiềm năng mua hàng"
Chương 5,17,"Đâu không phải là một hình thức khuyến mại?","Bảo hiểm dịch vụ","Quà tặng kèm theo","Hoạt động từ thiện","Dùng thử miễn phí","Hoạt động từ thiện"
Chương 5,18,"Loại quảng cáo nào được sử dụng nhằm mục đích thuyết phục người mua hiện tại rằng họ đã đưa ra lựa chọn đúng đắn?","Quảng cáo nhắc nhở","Quảng cáo củng cố","Quảng cáo thuyết phục","Quảng cáo thông tin","Quảng cáo củng cố"
Chương 5,19,"Thiết kế thông điệp là bước thứ mấy trong xây dựng kế hoạch xúc tiến dịch vụ?","3","1","2","4","3"
Chương 5,20,"Thiết lập thời điểm khuyến mại là bước thứ mấy khi phát triển chương trình khuyễn mãi bán hàng?","5","3","4","6","5"
Chương 5,21,"Đâu không phải là một mục tiêu truyền thông ở giai đoạn nhận thức?","Kích thích và dịch chuyển nhu cầu để đáp ứng khả năng cung cấp của doanh nghiệp","Tạo ra hình ảnh đáng nhớ về dịch vụ và thương hiệu","Quản lý nhận thức về chất lượng dịch vụ hay thương hiệu","Dịch chuyển khách hàng về các giai đoạn sau của quá trình tiêu thụ dịch vụ","Kích thích và dịch chuyển nhu cầu để đáp ứng khả năng cung cấp của doanh nghiệp"
Chương 5,22,"Đâu là một đặc điểm của truyền thông đại chúng?","Phạm vi tiếp cận giới hạn","Nội dung hướng đến đối tượng khán giả riêng","Thường từ một phía các tổ chức hoặc các đối tượng truyền thông","Không có phản hồi trực tiếp","Thường từ một phía các tổ chức hoặc các đối tượng truyền thông"
Chương 5,23,"Mô hình truyền thông vi mô nào có nhiều giai đoạn nhất?","Phân cấp hiệu ứng và Truyền thông","Truyền thông","Phân cấp hiệu ứng","Không có đáp án đúng","Truyền thông"
Chương 5,24,"Các công cụ truyền thông đại chúng không bao gồm:","Khuyến mại bán hàng","Quảng cáo","Marketing truyền miệng","Sự kiện và trải nghiệm","Marketing truyền miệng"
Chương 5,25,"Điều nào sau đây là sai khi nói về lợi ích của marketing trực tiếp?","Cho phép các nhà marketing thử nghiệm các phương tiện truyền thông và thông điệp thay thế để tìm ra cách tiếp cận hiệu quả nhất về mặt doanh thu","Có thể tiếp cận khách hàng tiềm năng vào thời điểm họ muốn chào hàng và do đó được nhiều khách hàng tiềm năng quan tâm hơn chú ý","Làm cho ưu đãi và chiến lược của nhà marketing trực tiếp ít được các đối thủ cạnh tranh chú ý hơn","Có thể đo lường phản hồi cho các chiến dịch của họ để quyết định chiến dịch nào có lợi nhuận cao nhất","Cho phép các nhà marketing thử nghiệm các phương tiện truyền thông và thông điệp thay thế để tìm ra cách tiếp cận hiệu quả nhất về mặt doanh thu"
Chương 5,26,"Đâu không phải là một đặc điểm của truyền thông cá nhân?","Có phản hồi trực tiếp","Thường từ cả hai phía người truyền thông và công ty truyền thông","Phạm vi tiếp cận rộng","Nội dung hướng đến sở thích và yêu cầu cụ thể của các nhân đối tượng truyền thông","Phạm vi tiếp cận rộng"
Chương 5,27,"Đâu không phải là điểm khác biệt giữa dịch vụ và hàng hóa ảnh hưởng tới xúc tiến trong marketing dịch vụ?","Đánh giá dịch vụ cung cấp","Sự tham gia của khách hàng vào quá trình sản xuất","Lợi ích của dịch vụ tiêu dùng","Tầm quan trọng của trung gian và nhân viên tiếp xúc trực tiếp","Lợi ích của dịch vụ tiêu dùng"

Chương 6,1,"Đối với khách hàng, vai trò quan trọng nhất của quy trình dịch vụ là gì?","Giảm chi phí dịch vụ","Tăng khả năng so sánh giá","Mang lại trải nghiệm dịch vụ tốt hơn","Giảm sự tham gia của khách hàng","Mang lại trải nghiệm dịch vụ tốt hơn"
Chương 6,2,"Vai trò nào của quy trình dịch vụ giúp hạn chế tính không đồng nhất của dịch vụ?","Tăng khả năng cạnh tranh","Quản lý và cải tiến liên tục","Cung cấp sự đồng nhất và nhất quán","Tăng hiệu quả hoạt động","Cung cấp sự đồng nhất và nhất quán"
Chương 6,3,"Quy trình dịch vụ là công cụ quan trọng trong quản lý chất lượng vì lý do nào?","Giúp doanh nghiệp quảng bá dịch vụ hiệu quả","Cho phép kiểm soát chất lượng một cách có hệ thống","Thay thế hoàn toàn vai trò của nhân viên","Giảm nhu cầu đào tạo nhân sự","Cho phép kiểm soát chất lượng một cách có hệ thống"
Chương 6,4,"Khi xây dựng quy trình dịch vụ, doanh nghiệp cần xác định nội dung nào sau đây?","Chiến lược giá dịch vụ","Kịch bản dịch vụ và các chỉ dẫn thực hiện","Kế hoạch truyền thông tích hợp","Mục tiêu doanh thu","Kịch bản dịch vụ và các chỉ dẫn thực hiện"
Chương 6,5,"Theo nội dung bài học, thước đo quan trọng phản ánh sự thành công của doanh nghiệp dịch vụ là gì?","Thị phần và doanh thu","Lợi nhuận ngắn hạn","Sự hài lòng và mối quan hệ gắn kết với khách hàng","Số lượng nhân viên","Sự hài lòng và mối quan hệ gắn kết với khách hàng"
Chương 6,6,"Yếu tố nào sau đây của nhân viên dịch vụ tác động trực tiếp đến cảm xúc và sự hài lòng của khách hàng?","Trình độ học vấn","Thái độ phục vụ","Thâm niên công tác","Mức lương","Thái độ phục vụ"
Chương 6,7,"Tinh thần sáng tạo và chủ động của nhân viên dịch vụ góp phần chủ yếu vào điều gì?","Giảm áp lực công việc","Tăng tính cứng nhắc của quy trình","Tạo phong cách phục vụ riêng và lợi thế cạnh tranh","Thay thế vai trò của nhà quản lý","Tạo phong cách phục vụ riêng và lợi thế cạnh tranh"
Chương 6,8,"Nhân viên có khả năng truyền tải thông tin rõ ràng và chính xác sẽ mang lại tác động nào cho hoạt động phân phối dịch vụ?","Giảm số lượng điểm tiếp xúc","Tăng hiệu quả phân phối dịch vụ","Chuẩn hóa quy trình nội bộ","Giảm vai trò của khách hàng","Tăng hiệu quả phân phối dịch vụ"
Chương 6,9,"Theo Zeithaml, môi trường vật chất được hiểu là gì?","Hệ thống quy trình cung ứng dịch vụ","Không gian bao quanh khách hàng khi họ tiêu dùng dịch vụ","Tất cả các hoạt động marketing dịch vụ","Khu vực làm việc của nhân viên","Không gian bao quanh khách hàng khi họ tiêu dùng dịch vụ"
Chương 6,10,"Đối với khách hàng, môi trường vật chất có chức năng nào sau đây?","Là công cụ định giá dịch vụ","Là phương tiện truyền tải thông điệp dịch vụ","Là yếu tố kiểm soát hành vi","Là hình thức quảng cáo trả phí","Là phương tiện truyền tải thông điệp dịch vụ"
Chương 6,11,"Mô hình Kích thích – Đáp trả (S–O–R) của Mehrabian – Russell nhấn mạnh vai trò của yếu tố nào trong việc điều khiển hành vi khách hàng?","Nhận thức lý trí","Giá trị kinh tế","Cảm xúc","Kinh nghiệm tiêu dùng trước đó","Cảm xúc"
Chương 6,12,"Mô hình ảnh hưởng của Russell tập trung chủ yếu vào những yếu tố cảm xúc nào?","Thoải mái và lo lắng","Hài lòng và trung thành","Thích thú và hưng phấn","Nhận thức và thái độ","Thích thú và hưng phấn"
Chương 6,13,"Một quy trình dịch vụ được đánh giá là thân thiện với khách hàng khi nào?","Doanh nghiệp giảm chi phí phục vụ","Nhân viên làm việc nhanh hơn","Quy trình dễ hiểu, dễ tiếp cận và hỗ trợ khách hàng kịp thời","Khách hàng không cần tương tác với nhân viên","Quy trình dễ hiểu, dễ tiếp cận và hỗ trợ khách hàng kịp thời"
Chương 6,14,"Việc xây dựng các phương án dự phòng và tái phân bổ nguồn lực giúp quy trình dịch vụ đạt được yêu cầu nào?","Đồng bộ hóa con người và máy móc","Hiệu quả về chi phí","Khả năng thích ứng với biến động nhu cầu","Chuẩn hóa hành vi nhân viên","Khả năng thích ứng với biến động nhu cầu"
Chương 6,15,"Yêu cầu ""hiệu quả về chi phí"" của quy trình dịch vụ được hiểu đúng nhất là gì?","Cắt giảm tối đa các hoạt động phục vụ","Tối ưu hóa chi phí nhưng vẫn đảm bảo chất lượng dịch vụ","Ưu tiên chi phí thấp hơn trải nghiệm khách hàng","Loại bỏ các bước kiểm soát chất lượng","Tối ưu hóa chi phí nhưng vẫn đảm bảo chất lượng dịch vụ"
Chương 6,16,"Xây dựng lưu đồ quy trình dịch vụ nhằm mục đích gì?","Mô tả chi tiết từng hoạt động hậu cần","Chỉ ra từng bước tương tác, hoạt động hỗ trợ và ranh giới nhìn thấy/không nhìn thấy","Chuẩn hóa thái độ nhân viên","Đo lường mức độ hài lòng khách hàng","Chỉ ra từng bước tương tác, hoạt động hỗ trợ và ranh giới nhìn thấy/không nhìn thấy"
Chương 6,17,"Việc sử dụng biển báo, bố trí không gian và thiết bị tự phục vụ nhằm phòng ngừa lỗi chủ yếu cho đối tượng nào?","Nhân viên phục vụ","Bộ phận hậu cần","Nhà quản lý","Khách hàng","Khách hàng"
Chương 6,18,"Trong tuyển dụng nhân viên dịch vụ, kỹ năng nào được nhấn mạnh là đặc biệt quan trọng?","Kỹ năng tài chính","Kỹ năng kỹ thuật","Kỹ năng giao tiếp và tư duy phục vụ khách hàng","Kỹ năng quản lý dự án","Kỹ năng giao tiếp và tư duy phục vụ khách hàng"
Chương 6,19,"Chỉ số nào sau đây phản ánh đúng đặc thù đánh giá hiệu suất trong doanh nghiệp dịch vụ?","Lợi nhuận ròng","Mức độ hài lòng của khách hàng","Thị phần","Chi phí cố định","Mức độ hài lòng của khách hàng"
Chương 6,20,"Ngoài phần thưởng vật chất, yếu tố nào sau đây có tác động lớn đến sự gắn bó của nhân viên?","Áp lực công việc","Kiểm soát chặt chẽ","Sự công nhận và ghi nhận tinh thần","Môi trường cạnh tranh cao","Sự công nhận và ghi nhận tinh thần"
Chương 6,21,"Thiết kế khu vực chờ hợp lý chủ yếu nhằm mục đích gì?","Tăng thời gian chờ đợi của khách hàng","Giảm cảm giác sốt ruột và tạo sự thư giãn","Kiểm soát hành vi khách hàng","Tăng mật độ sử dụng không gian","Giảm cảm giác sốt ruột và tạo sự thư giãn"
Chương 6,22,"Việc lựa chọn chất liệu và kiểu dáng nội thất cần gắn với yếu tố nào?","Xu hướng thị trường ngắn hạn","Nhận diện thương hiệu và phong cách dịch vụ","Khả năng cắt giảm chi phí","Sở thích cá nhân của nhà quản lý","Nhận diện thương hiệu và phong cách dịch vụ"
Chương 6,23,"Màu sắc trong thiết kế môi trường vật chất được xem là gì?","Yếu tố trang trí phụ","Công cụ định giá dịch vụ","Ngôn ngữ thị giác truyền tải thông điệp thương hiệu","Yếu tố kỹ thuật","Ngôn ngữ thị giác truyền tải thông điệp thương hiệu"
