Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
TCTT,66,"Một hối phi ếu đòi n ợ có tiêu đề ghi bằng tiếng Việt, còn toàn b ộ nội dung còn lại được lập bằng ti ếng Anh. Trong trường h ợp này, nhận đ ịnh nào dư ới đây là đúng:",Hối phi ếu chỉ mất hi ệu lự c về mặt hình thức nhưng vẫn có giá trị thanh toán.,Hối phi ếu vẫn được chấp nhận nếu người trả tiền đồng ý thanh toán.,Hối phi ếu không có giá trị pháp lý.,Hối phi ếu vẫn có giá trị pháp lý.,Hối phi ếu không có giá trị pháp lý.
TCTT,67,"Một doanh nghiệ p Việt Nam lập hối phi ếu ký phát đòi tiền người mua là Công ty X. Trên hối phi ếu không ghi rõ địa điểm trả tiền, bên c ạnh tên người bị ký phát cũng không ghi đ ịa ch ỉ. Theo quy đ ịnh pháp lu ật Việt Nam về hối phi ếu, đ ịa điểm nào sau đây sẽ được xác định là địa điểm thanh toán h ợp lệ của hối phi ếu?",Địa điể m do người thụ hư ởng tự lựa chọn.,Địa điể m phát hành hối phiếu.,Địa điể m kinh doanh của người bị ký phát.,Địa điể m cư trú của người ký phát.,Địa điể m kinh doanh của người bị ký phát.
TCTT,68,"Một hối phi ếu đòi n ợ được ký phát có nội dung v ề thời hạn tr ả tiền như sau: “X ngày kể từngày tàu cập cảng Cát Lái, người bị ký phát phải thanh toán số tiền ghi trên hối phi ếu này.” Theo quy đị nh v ề hối phi ếu đòi n ợ, nhận định nào dư ới đây là đúng?",Hối phiếu bị coi là vô hiệu do không ghi rõ địa điểm ký phát theo hình thức bắt buộc.,Địa điể m ký phát được xác định theo th ỏa thuận riêng.,Địa ch ỉ ghi bên cạnh tên người ký phát được xác định là địa điểm ký phát.,Địa điể m ký phát là địa ch ỉ ghi bên cạnh tên người bị ký phát.,Địa ch ỉ ghi bên cạnh tên người ký phát được xác định là địa điểm ký phát.
TCTT,71,Điền t ừ còn thiếu vào chố chấm: “Phương th ức chuyển tiền là phương th ức mà trong đó ……… yêu cầu ngân hàng của mình chuyển m ột số tiền nhất định cho ……… ở một địa điểm nhất định bằng phương ti ện chuyển tiền do khách hàng quy định.”,khách hàng; mộ t người khác,ngân hàng; người nhận tiền,người chuyển tiền; t ổ chức tài chính,người thụ hưởng; ngân hàng đại lý,khách hàng; mộ t người khác
TCTT,72,Điền t ừ còn thi ếu vào chố chấm: “Chuy ển ti ền bằng thư là hình thức chuyển tiền trong đó ……… của ngân hàng ……… được chuyển bằng thư cho ngân hàng trả tiền.”,yêu cầu chi trả / trung gian,lệnh thanh toán / chuyển tiền,chứng từ thanh toán / phục vụ,chỉ thị chuyển ti ền / đại lý,lệnh thanh toán / chuyển tiền
TCTT,73,Điền t ừ còn thi ếu vào ch ỗ chấm: “Chuy ển ti ền bằng đi ện là hình thức chuyển tiền trong đó lệ nh thanh toán của ngân hàng ……… được thể hiện trong nội dung một bứ c điện gửi ngân hàng ……… bằng m ạng SWIFT.”,phục vụ / đại lý,thanh toán / trung gian,mở tài khoản / thụ hư ởng,chuyển tiền / trả tiền,chuyển tiền / trả tiền
TCTT,74,Đặc điểm nào dư ới đây ph ản ánh đúng v ề phương thức thanh toán chuyển ti ền bằng thư trong thanh toán quốc tế?,"Thờ i gian thanh toán linh hoạt, mứ c phí không đáng k ể","Thờ i gian thanh toán nhanh, rủ i ro pháp lý lớ n","Thờ i gian thanh toán nhanh, chi phí thực hiện cao","Thờ i gian thanh toán chậm, chi phí thực hiện thấp","Thờ i gian thanh toán chậm, chi phí thực hiện thấp"
TCTT,75,Đặc điểm nào dư ới đây ph ản ánh đúng v ề phương thức thanh toán chuyển ti ền bằng đi ện trong thanh toán quốc tế?,"Thờ i gian thanh toán chậm, chi phí thực hiện thấp","Thờ i gian thanh toán linh hoạt, mứ c phí không đáng k ể","Thờ i gian thanh toán nhanh, chi phí thực hiện cao","Thờ i gian thanh toán nhanh, mứ c độ an toàn thấp","Thờ i gian thanh toán nhanh, chi phí thực hiện cao"
TCTT,76,"Trong phương th ức thanh toán chuyể n tiền, người bán sau khi thực hiện giao hàng sẽ chuyển giao cho người mua nội dung nào dư ới đây?",Bộ ch ứng từ gửi hàng.,Hối phi ếu đòi n ợ.,Thư cam kết trả tiền.,Giấy bả o lãnh thanh toán.,Bộ ch ứng từ gửi hàng.
TCTT,77,"Trong các trường h ợp sau, trường h ợp nào KHÔNG phù hợ p để áp dụng phương thức thanh toán chuyể n tiền trong thanh toán quố c tế?","Chuyển tiền việ n trợ , bồi thư ờng hoặc kinh phí hoạt động.",Hợ p đồng mua bán giữa hai bên có giá trị cao.,"Giao dịch phi thương mại như thanh toán d ịch vụ điện, nước, viễ n thông.",Hợ p đồng mua bán giữa hai bên có giá trị th ấp.,Hợ p đồng mua bán giữa hai bên có giá trị cao.
TCTT,78,"Điền t ừ còn thi ếu vào ch ố chấm: “Phương thức thanh toán ghi sổ là phương thức người bán m ở một ……… hoặc một quy ển sổ để ghi nợ người mua sau khi người bán đã hoàn thành ……… hay d ịch vụ, đến từng th ời kỳ (tháng, quý hoặ c năm) người mua sẽ sử dụng phương th ức chuyển tiền để trả ti ền cho người bán.”",tài khoả n / thanh toán,hợ p đồng / giao hàng,hóa đơn / xuất khẩu,tài khoả n / giao hàng,tài khoả n / giao hàng
TCTT,79,"Trong phương th ức thanh toán ghi sổ, người bán m ở tài khoản đơn biên để ghi nợ người mua sau khi đã giao hàng hoặ c hoàn thành dịch vụ. Để đảm b ảo việc thanh toán, người bán nên thực hiện bi ện pháp nào sau đây?",Yêu cầu người mua cung cấp một bảo lãnh trung gian không liên quan đến hợ p đồng.,Yêu cầu người mua thanh toán toàn bộ giá trị hợ p đồng trư ớc khi giao hàng.,"Yêu cầu người mua có biện pháp đảm bảo nghĩa vụ h ợp đồng như cầm cố, thế ch ấp.",Yêu cầu người mua mở một thư tín dụng để đảm bảo thực hiện nghĩa vụ hợ p đồng,"Yêu cầu người mua có biện pháp đảm bảo nghĩa vụ h ợp đồng như cầm cố, thế ch ấp."
TCTT,80,"Trong phương th ức thanh toán ghi sổ, doanh nghiệp xu ất kh ẩu m ở tài khoả n đơn biên để ghi n ợ người mua. Trư ờng hợ p người mua m ở tài khoản, nhận đ ịnh nào sau đây là đúng?",Tài khoả n của người mua được sử dụng để thay thếtài khoản của người bán.,Ngư ời bán và người mua đều không cầ n tài khoản để ghi nợ .,"Tài khoả n của người mua chỉ là tài khoả n theo dõi, không có giá trị thanh toán.",Tài khoả n của người mua có giá trị thanh toán như tài khoả n ghi n ợ của người bán.,"Tài khoả n của người mua chỉ là tài khoả n theo dõi, không có giá trị thanh toán."
TCTT,81,"Khi áp dụ ng phương thức thanh toán ghi sổ trong thương m ại quốc tế, nh ận định nào dư ới đây KHÔNG đúng?",Giá hàng trong phương thức ghi sổ thư ờng cao hơn giá bán trả tiền ngay.,Căn cứ nhận nợ của người mua là giá trị h ợp đồng thương mại.,Phải quy định thống nhất đồng tiền ghi trên tài khoản giữa hai bên.,Căn cứ ghi nợ của người bán thư ờng là hóa đơn giao hàng.,Căn cứ nhận nợ của người mua là giá trị h ợp đồng thương mại.
TCTT,82,"Một hối phi ếu đòi n ợ có tiêu đề ghi bằng tiếng Việt, còn toàn b ộ nội dung còn lại được lập bằng ti ếng Anh. Trong trường h ợp này, nhận đ ịnh nào dư ới đây là đúng:",Hối phi ếu vẫn được chấp nhận nếu người trả tiền đồng ý thanh toán.,Hối phi ếu vẫn có giá trị pháp lý.,Hối phi ếu chỉ mất hi ệu lự c về mặt hình thức nhưng vẫn có giá trị thanh toán.,Hối phi ếu không có giá trị pháp lý.,Hối phi ếu không có giá trị pháp lý.
TCTT,83,"Một doanh nghiệ p Việt Nam lập hối phi ếu ký phát đòi tiền người mua là Công ty X. Trên hối phi ếu không ghi rõ địa điểm trả tiền, bên c ạnh tên người bị ký phát cũng không ghi đ ịa ch ỉ. Theo quy đ ịnh pháp lu ật Việt Nam về hối phi ếu, đ ịa điểm nào sau đây sẽ được xác định là địa điểm thanh toán h ợp lệ của hối phi ếu?",Địa điể m cư trú của người ký phát.,Địa điể m do người thụ hư ởng tự lựa chọn.,Địa điể m kinh doanh của người bị ký phát.,Địa điể m phát hành hối phiếu.,Địa điể m kinh doanh của người bị ký phát.
TCTT,84,"Một hối phi ếu đòi nợ được ký phát có nội dung v ề thời hạn tr ả tiền như sau: “X ngày kể từngày tàu cập cảng Cát Lái, người bị ký phát phải thanh toán số tiền ghi trên hối phi ếu này.” Theo quy đị nh v ề hối phi ếu đòi n ợ, nhận định nào dư ới đây là đúng?",Thờ i hạn trả tiền được xác định theo tậ p quán thương mạ i.,Hối phi ếu đòi nợ i có giá trị pháp lý theo quy định.,Thờ i hạn trả tiền được pháp lu ật mặc nhiên thừ a nhận.,Hối phi ếu đòi n ợ vô hiệu.,Hối phi ếu đòi n ợ vô hiệu.
TCTT,85,"Một hối phi ếu đòi n ợ do công ty M ký phát không ghi rõ đị a điểm ký phát hối phiếu. Tuy nhiên, bên c ạnh tên người ký phát trên hối phi ếu có ghi đ ầy đủ địa chỉ trụ sở của công ty M. Theo quy đ ịnh pháp lý, nhận định nào sau đây là đúng?",Địa ch ỉ ghi bên cạnh tên người ký phát được xác định là địa điểm ký phát.,Hối phiếu bị coi là vô hiệu do không ghi rõ địa điểm ký phát theo hình thức bắt buộc.,Địa điể m ký phát là địa ch ỉ ghi bên cạnh tên người bị ký phát.,Địa điể m ký phát được xác định theo th ỏa thuận riêng.,Địa ch ỉ ghi bên cạnh tên người ký phát được xác định là địa điểm ký phát.
TCTT,86,"Công ty X tại Việt Nam xu ất khẩu hàng hóa sang Hoa Kỳ cho Công ty Y. Hợ p đồng thương m ại giữa hai bên quy đ ịnh phương th ức thanh toán nh ờ thu kèm chứng từtrả tiền ngay. Trong trường hợp này, Công ty X ký phát hối phi ếu đòi n ợ với nội dung nào sau đây về th ời hạn tr ả tiền là đúng?",At 10 days after sight,At 10 days after B/L,At 15 days after signed,At sight,At sight
TCTT,87,"Công ty X tại Vi ệt Nam giao hàng cho công ty Y ở nước ngoài vào ngày 15/6/2025 theo đúng quy đ ịnh trong hợ p đồng ngo ại thương. Sau khi giao hàng, công ty X ký phát hối phi ếu đòi nợ để yêu c ầu thanh toán. Trong các ngày ký phát hối phi ếu dư ới đây, ngày nào được coi là phù hợp với nguyên t ắc pháp lý v ề ngày ký phát hối phi ếu đòi n ợ?",Ngày 01/6/2025,Ngày 05/6/2025,Ngày 16/6/2025,Ngày 10/6/2025,Ngày 16/6/2025
TCTT,88,"Ngư ời bị ký phát không ghi nội dung ch ấp nhận trên m ặt trư ớc hối phi ếu mà lập m ột văn bản riêng, có ký tên, ghi ngày tháng và gử i cho người thụ hưởng hối phiếu. Theo quy đ ịnh v ề chấp nh ận hối phi ếu đòi n ợ, nội dung nào dư ới đây là đúng?",Chấp nhận có giá trị pháp lý,Chấp nhận có giá trị pháp lý khi người ký phát hối phi ếu chấp nhận,Chấp nhận không có giá trị pháp lý,Chấp nhận là ng ầm định và theo quy đ ịnh của pháp luật,Chấp nhận có giá trị pháp lý
TCTT,89,"Ngư ời bị ký phát ghi trên hối phi ếu đòi n ợ nội dung: “Đồng ý thanh toán 80% trị giá ghi trên hối phi ếu này” và ký tên. Theo nguyên tắc ch ấp nh ận hối phi ếu, nhận đ ịnh nào dư ới đây là đúng?",Đây là hành vi từ chối chấp nhận hối phiếu đòi nợ .,Đây là chấp nhận có điều kiện nên hối phiếu bị vô hiệ u.,Đây là chấp nhận làm thay đổi nội dung nên không được thừ a nhận.,Đây là chấp nhận tr ả tiền từng phầ n và vẫn có giá trị pháp lý.,Đây là chấp nhận tr ả tiền từng phầ n và vẫn có giá trị pháp lý.
TCTT,90,"Ngư ời bị ký phát ghi trên hối phi ếu đòi n ợ nội dung: “Đồng ý thanh toán 80% trị giá ghi trên hố i phi ếu này” và ký tên. Theo nguyên tắc ch ấp nh ận hối phi ếu, nhận đ ịnh nào dư ới đây là đúng?",Đây là chấp nhận làm thay đổi nội dung nên không được thừ a nhận.,Đây là chấp nhận có điều kiện nên hối phiếu bị vô hiệ u.,Đây là chấp nhận tr ả tiền từng phầ n và vẫn có giá trị pháp lý.,Đây là hành vi từ chối chấp nhận hối phiếu đòi nợ .,Đây là chấp nhận tr ả tiền từng phầ n và vẫn có giá trị pháp lý.
TCTT,91,Doanh nghiệp A t ại Việt Nam ký kết h ợp đồng xu ất kh ẩu hàng hóa với doanh nghiệp B t ại Nh ật Bả n. H ợp đồng ngo ại thương giữa hai bên quy định đi ều ki ện thanh toán là T/T. Đi ều ki ện thanh toán nêu trên thuộc phương thức thanh toán nào?,Phương thức thanh toán tín dụng chứng từ.,Phương thức thanh toán ghi sổ.,Phương thức thanh toán chuyển tiền bằng điện.,Phương thức thanh toán chuyển tiền bằng thư.,Phương thức thanh toán chuyển tiền bằng điện.
TCTT,92,Doanh nghiệ p A t ại Việt Nam ký kết h ợp đồng nh ập kh ẩu hàng hóa với doanh nghiệp B t ại Mỹ. H ợp đồng ngoại thương giữa hai bên quy đ ịnh đi ều ki ện thanh toán là M/T. Điề u kiện thanh toán nêu trên thuộc phương thức thanh toán nào?,Phương thức thanh toán chuyển tiền bằng thư.,Phương thức thanh toán ghi sổ.,Phương thức thanh toán chuyển tiền bằng điện.,Phương thức thanh toán tín dụng chứng từ.,Phương thức thanh toán chuyển tiền bằng thư.
TCTT,93,Doanh nghiệ p X t ại Việt Nam ký kết h ợp đồng nh ập kh ẩu hàng hóa với doanh nghiệp Y t ại Ấn Độ. Hợp đồng ngo ại thương giữa hai bên quy đ ịnh đi ều ki ện thanh toán là D/P. Điều ki ện thanh toán nêu trên thuộc phương thức thanh toán nào?,Phương thức thanh toán nhờ thu trơn.,Phương thức thanh toán chuyển tiền.,Phương thức thanh toán nhờ thư kèm trứng từ.,Phương thức thanh toán tín dụng chứng từ.,Phương thức thanh toán nhờ thư kèm trứng từ.
TCTT,94,Doanh nghiệp B t ại Việt Nam ký kết hợ p đồng xuất kh ẩu hàng hóa với doanh nghiệp C t ại Đài Loan. Hợ p đồng ngo ại thương giữa hai bên quy định đi ều ki ện thanh toán là D/A. Đi ều ki ện thanh toán nêu trên thuộc phương th ức thanh toán nào?,Phương thức thanh toán nhờ thu trơn.,Phương thức thanh toán tín dụng chứng từ.,Phương thức thanh toán chuyển tiền.,Phương thức thanh toán nhờ thư kèm trứng từ.,Phương thức thanh toán nhờ thư kèm trứng từ.
TCTT,95,"Doanh nghiệp A t ại Việt Nam ký hợ p đồng xuất khẩ u hàng hóa cho doanh nghiệp B t ại Nhật Bả n, hợp đồng quy đ ịnh thanh toán theo phương th ức chuyển tiền. Sau khi giao hàng, doanh nghiệ p A đã gửi đầy đủ hóa đơn thương m ại, vận đơn, phi ếu đóng gói và ch ứng từbảo hi ểm cho doanh nghiệp B. Doanh nghiệp B cần thực hiện công vi ệc gì tiếp theo?",Kiêm tra bộ ch ứng từvà yêu cầu ngân hàng trung gian thanh toán trự c tiếp.,Kiểm tra bộ ch ứng từvà ra lệnh chuyển tiền cho ngân hàng ph ục vụ mình.,Chờ ngân hàng của doanh nghiệp A gử i yêu cầu thanh toán chính thức.,Đề nghị ngân hàng phát hành cam kết thanh toán cho doanh nghiệ p A.,Kiểm tra bộ ch ứng từvà ra lệnh chuyển tiền cho ngân hàng ph ục vụ mình.
TCTT,96,"Trong m ột hợp đồng ngo ại thương, hai bên th ỏa thu ận thanh toán theo phương thức chuyển ti ền. Nh ận đ ịnh nào sau đây phản ánh đúng vai trò của ngân hàng trong phương thức thanh toán chuyể n tiền?",Ngân hàng có nghĩa vụ bảo đảm người bán nhận tiền đúng hạn.,Ngân hàng chịu trách nhiệm thanh toán thay người mua.,Ngân hàng chỉ là trung gian thực hiện lệnh chuyển tiền.,Ngân hàng kiểm soát nghĩa vụ giao hàng của người bán.,Ngân hàng chỉ là trung gian thực hiện lệnh chuyển tiền.
TCTT,97,"Doanh nghiệp A t ại Việt Nam ký hợ p đồng cung c ấp dị ch vụ tư vấn trự c tuy ến cho doanh nghiệp B t ại Nhật Bản. Giá trị thanh toán ch ỉ được xác định sau khi dịch vụ hoàn thành, hai bên có quan hệ hợ p tác lâu dài và tin cậy lẫn nhau. Trong trường hợp này, phương thức thanh toán nào dư ới đây là phù hợp nhất?",Phương thức thanh toán nhờ thu chấp nhận trả tiền.,Phương thức thanh toán chuyển tiền.,Phương thức thanh toán tín dụng chứng từ.,Phương thức thanh toán nhờ thu chấp nhận thanh toán trao chứng từ.,Phương thức thanh toán chuyển tiền.
TCTT,98,"Doanh nghiệp X áp dụng phương th ức thanh toán ghi sổ khi xu ất khẩu hàng hóa. So với phương thức thanh toán trả tiền ngay, doanh nghiệp X nên lưu ý đi ều gì về giá cả hàng hóa trong hợ p đồng?",Giá cả thư ờng cao hơn để bù rủi ro thanh toán chậm.,Giá cả thư ờng thấp hơn vì thanh toán theo sổ dễ quản lý.,"Giá cả bằng giá thị trường, không có sự điều chỉnh.",Giá cả không ảnh hư ởng đến phương thức thanh toán.,Giá cả thư ờng cao hơn để bù rủi ro thanh toán chậm.
TCTT,99,"Hai công ty A và B có quan hệ mua bán quốc tế thường xuyên và tin c ậy lẫn nhau. Trong trường h ợp, công ty A gặp khó khăn v ề ngu ồn ngoại tệ để nhập hàng hóa của công ty B, nhưng ch ấp nh ận mua hàng với mức giá cao hơn so với giá bán trả tiền ngay để được thanh toán chậm, phương thức thanh toán nào dư ới đây là phù hợp nhất?",Phương thức thanh toán ghi sổ,Phương thức thanh toán nhờ thu chứng từ,Phương thức thanh toán trả tiền ngay,Phương thức thanh toán tín dụng chứng từ,Phương thức thanh toán ghi sổ
TCTT,100,"Doanh nghiệp A t ại Việ t Nam ký hợ p đồng xu ất khẩu hàng hóa với doanh nghiệp B ở nước ngoài. Hai bên th ỏa thuận người mua phải thanh toán toàn bộ tiền hàng 30 ngày trư ớc thời điểm giao hàng, và chỉ sau khi người bán xác nhận đã nhận đ ủ tiền thì m ới tiến hành s ản xu ất và giao hàng theo hợ p đồng. Vớ i thỏa thu ận về mốc thời gian thanh toán như trên, hợ p đồng đang áp dụ ng phương thức thanh toán nào?","Phương thức thanh toán tín dụng chứng từII. Bài tậ p Dạng bài tậ p tính t ỷ giá và đối khoản tương ứng. Ví dụ: Giả sử tại một ngân hàng thương mạ i có bảng y ết giá như sau: USD/JPY: 149,20 - 60 GBP/USD: 1,29 – 31 USD/CHF: 0,91 – 93",Phương thức thanh toán ghi sổ,Phương thức thanh toán ứng trư ớc,Phương thức thanh toán nhờ thu,Phương thức thanh toán ứng trư ớc
