Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
CHƯƠNG 2,56,Mỗi đốt xích neo thường dài khoảng:,15 m,35 m,"27,5 m",50 m,"27,5 m"
CHƯƠNG 2,57,Chốt hãm xích (Chain Stopper) có tác dụng:,Giảm rung chân vịt,Đóng kín hầm hàng,Giữ xích neo khi không dùng máy neo,Nối trục lái,Giữ xích neo khi không dùng máy neo
CHƯƠNG 2,58,Một loại bình chữa cháy phổ biến trên tàu biển là:,Bình khí heli,Bình CO₂,Bình dầu FO,Bình nước biển tự nhiên,Bình CO₂
CHƯƠNG 2,59,Hệ thống chữa cháy cố định CO₂ thường dùng hiệu quả trong:,Chỉ khu vực boong hở,Buồng máy hoặc khoang hàng của tàu biển,Khu vực neo tàu,Khu để áo phao,Buồng máy hoặc khoang hàng của tàu biển
CHƯƠNG 2,60,"Hệ thống báo cháy trên tàu biển gồm cảm biến khói, cảm biến nhiệt và:",Hệ thống xả hàng,Mâm xoay,Trục lái dự phòng,Bảng điều khiển trung tâm,Bảng điều khiển trung tâm
CHƯƠNG 2,61,Xuồng cứu sinh là trang bị cứu sinh:,Chỉ có trên tàu quân sự,Bắt buộc theo quy định an toàn hàng hải,Chỉ có trên tàu khách nhỏ,Tùy chọn,Bắt buộc theo quy định an toàn hàng hải
CHƯƠNG 2,62,Phao bè cứu sinh có đặc điểm:,Chỉ bằng kim loại nặng,Tự bung khi tiếp xúc với nước,Không dùng khi khẩn cấp,Chỉ dùng trong khoang kín,Tự bung khi tiếp xúc với nước
CHƯƠNG 2,63,Áo phao có tác dụng chính là:,Giữ đầu người nổi trên mặt nước,Giữ ấm khoang máy,Làm tín hiệu radar,Giảm mớn nước tàu,Giữ đầu người nổi trên mặt nước
CHƯƠNG 2,64,"Khi tàu biển gặp sự cố, EPIRB là thiết bị dùng để:",Gửi tín hiệu định vị khẩn cấp đến vệ tinh,Đo tốc độ hành trình,Điều khiển chân vịt,Đo lực kéo neo,Gửi tín hiệu định vị khẩn cấp đến vệ tinh
CHƯƠNG 2,65,"Trong công tác cứu hộ trên biển, thiết bị SART có tác dụng chính là:",Hạ xuồng cứu sinh tự động,Hỗ trợ radar tàu cứu hộ phát hiện bè/xuồng cứu sinh,Bơm nước khẩn cấp,Định vị độ sâu luồng tàu,Hỗ trợ radar tàu cứu hộ phát hiện bè/xuồng cứu sinh
CHƯƠNG 2,66,Bộ chèn lỗ thủng trên tàu biển dùng để:,Bịt tạm thời lỗ thủng để ngăn nước tràn vào,Chằng buộc container,Tăng dung tích hàng,Tăng lực đẩy động cơ,Bịt tạm thời lỗ thủng để ngăn nước tràn vào
CHƯƠNG 2,67,Dụng cụ hút nước cầm tay trên tàu biển hữuích đặc biệt khi:,Neo tàu ngoài khơi,Tàu chạy quá nhanh,Mất điện hoặc hư bơm chính,Hầm hàng khô hoàn toàn,Mất điện hoặc hư bơm chính
CHƯƠNG 2,68,Hệ thống vách ngăn kín nước trên tàu biển có tác dụng:,Làm tăng tốc độ tàu,"Cô lập khoang bị ngập, hạn chế nước lan rộng",Định hướng tàu trong sương mù,Tăng thể tích boong,"Cô lập khoang bị ngập, hạn chế nước lan rộng"
CHƯƠNG 2,69,Tàu chở hàng rời chuyên dùng để vận chuyển:,Chỉ dầu thô,"Than đá, quặng sắt, xi măng, ngũ cốc rời",Chỉ container lạnh,Ô tô và xe tải,"Than đá, quặng sắt, xi măng, ngũ cốc rời"
CHƯƠNG 2,70,Panamax trong nhóm tàu chở hàng rời là tàu có kích thước tối đa để đi qua:,Kênh đào Suez,Kênh đào Panama,Mũi Hảo Vọng,Eo biển Malacca,Kênh đào Panama
CHƯƠNG 2,71,Tàu chở container có đặc điểm nổi bật là:,Chỉ chở hàng dưới hầm,Chỉ dùng cẩu trên tàu,Xếp container cả trên boong và dưới hầm hàng,Không dùng container ISO,Xếp container cả trên boong và dưới hầm hàng
CHƯƠNG 2,72,Một ưu điểm của tàu container là:,Không cần lịch trình cố định,Chỉ dùng cho nội địa,Chỉ phù hợp hàng lỏng,Giảm thiểu rủi ro hư hỏng hàng hóa trong quá trình vận chuyển,Giảm thiểu rủi ro hư hỏng hàng hóa trong quá trình vận chuyển
CHƯƠNG 2,73,Tàu chở dầu (Oil Tanker) có đặc điểm boong tàu:,"Đầy đường ống, van, bơm và hệ thống nạp/xả hàng lỏng",Trống hoàn toàn,Chất đầy container,Chỉ bố trí cẩu tự hành,"Đầy đường ống, van, bơm và hệ thống nạp/xả hàng lỏng"
CHƯƠNG 2,74,Một yêu cầu an toàn bắt buộc đối với tàu dầu hiện đại là:,Không cần kiểm tra ăn mòn,Một lớp vỏ đơn,Có double hull (hai lớp vỏ),Không có hệ thống đo khí,Có double hull (hai lớp vỏ)
CHƯƠNG 2,75,LNG là viết tắt của:,Low Nautical Gravity,Liquefied Navigation Gear,Liquefied Natural Gas,Large National Grid,Liquefied Natural Gas
CHƯƠNG 2,76,Tàu chở khí LNG thường nhận dạng bởi:,Boong chở container cao,Các bồn chứa hình cầu trên mặt boong chính,Nhiều xe tự chạy trong khoang,Cầu dẫn ramp ở đuôi,Các bồn chứa hình cầu trên mặt boong chính
CHƯƠNG 2,77,Tàu chở khí LPG thường có:,Bồn chứa hình cầu rất lớn như LNG,Hệ thống guiding rails,Bồn chứa hình trụ nằm ngang hoặc đứng trên boong,Chỉ hoạt động ở vùng cực,Bồn chứa hình trụ nằm ngang hoặc đứng trên boong
CHƯƠNG 2,78,Tàu chở hóa chất có đặc điểm:,Chỉ có 1 khoang chứa lớn,Chỉ chở dầu thực vật,Không cần thông gió,"Có nhiều khoang riêng biệt với đường ống, van, bơm riêng","Có nhiều khoang riêng biệt với đường ống, van, bơm riêng"
CHƯƠNG 2,79,IMO Type 1 trong phân loại tàu chở hóa chất dùng để vận chuyển:,Chỉ dầu thực vật,Hóa chất ít nguy hiểm,Hóa chất trung bình,"Hóa chất rất nguy hiểm, yêu cầu an toàn cao nhất","Hóa chất rất nguy hiểm, yêu cầu an toàn cao nhất"
CHƯƠNG 2,80,Tàu Ro -Ro là tàu chuyên vận chuyển:,Hàng rời khô,Phương tiện có thể tự di chuyển lên tàu,Chỉ container lạnh,Chỉ dầu và khí hóa lỏng,Phương tiện có thể tự di chuyển lên tàu
CHƯƠNG 2,81,Một ưu điểm nổi bật của tàu Ro -Ro là:,Không cần hệ thống chữa cháy,Nhanh chóng bốc/dỡ hàng nhờ xe tự lái,Không cần khóa chằng,Phải bốc dỡ bằng cần cẩu nặng,Nhanh chóng bốc/dỡ hàng nhờ xe tự lái
CHƯƠNG 2,82,Reefer Ship là loại tàu chuyên dùng để chở:,Chỉ quặng sắt,Chỉ xe cơ giới,Hàng siêu trường siêu trọng,Hàng dễ hư hỏng cần giữ ở nhiệt độ thấp,Hàng dễ hư hỏng cần giữ ở nhiệt độ thấp
CHƯƠNG 2,83,Một đặc điểm của Reefer Ship là:,Mỗi khoang hàng có hệ thống lạnh độc lập,Không theo dõi nhiệt độ,Chỉ chở hàng khô,Không có khoang cách nhiệt,Mỗi khoang hàng có hệ thống lạnh độc lập
CHƯƠNG 2,84,Tuyến vận tải biển Việt Nam – châu Âu thường đi qua:,Eo biển Malacca và Kênh đào Suez,Kênh đào Panama,Mũi Horn và Bắc Cực,Chỉ qua Biển Đen,Eo biển Malacca và Kênh đào Suez
CHƯƠNG 2,85,Một điểm nút giao thông biển quan trọng được nêu trong bài giảng là:,Vịnh Mexico,Eo biển Bering,Eo biển Malacca,Hồ Victoria,Eo biển Malacca
CHƯƠNG 2,86,Một đặc điểm chính của tàu biển chở hàng rời là:,Có nhiều két chứa nhiên liệu lớn,Có boong kín hoàn toàn,Có nhiều hầm hàng lớn không chia nhỏ,Có hệ thống làm lạnh,Có nhiều hầm hàng lớn không chia nhỏ
CHƯƠNG 2,87,Bộ phận nào dùng để bốc dỡ hàng rời trên tàu biển tại cảng:,Radar,Chân vịt,Bánh lái,Cần cẩu (crane),Cần cẩu (crane)
CHƯƠNG 2,88,Hầm hàng của tàu chở hàng rời thường được thiết kế để:,Giảm chi phí sơn tàu,Giảm tốc độ tàu,Thuận tiện xếp dỡ và tối đa hóa dung tích,Tăng tính thẩm mỹ,Thuận tiện xếp dỡ và tối đa hóa dung tích
CHƯƠNG 2,89,"Tàu hàng rời khi chở ngũ cốc, cần chú ý điều gì nhất:",Màu sắc hàng hóa,Hình dạng tàu,Tốc độ tàu,Độ ẩm và thông gió,Độ ẩm và thông gió
CHƯƠNG 2,90,Một trong những biện pháp đảm bảo an toàn khi chở hàng rời là:,Phân bố hàng đều và hợp lý trong hầm hàng,Giảm số lượng thuyền viên,Không kiểm tra hầm hàng,Tăng tốc độ tàu,Phân bố hàng đều và hợp lý trong hầm hàng
CHƯƠNG 2,91,Một tàu có sức chở 10.000 TEU nghĩa là:,Chở 10.000 container 400 feet,Chở 5.000 container 20 feet,Chở 10.000 container 20 feet,Chở 10.000 tấn hàng,Chở 10.000 container 20 feet
CHƯƠNG 2,92,Rủi ro lớn khi xếp container không hợp lý trên tàu là:,Tăng tốc độ tàu,Mất ổn định tàu khi chạy,Giảm chi phí vận hành,Tăng tuổi thọ tàu,Mất ổn định tàu khi chạy
CHƯƠNG 2,93,Tàu biển chở động vật sống dùng để vận chuyển đối tượng nào:,Hàng rời,Hàng container,"Gia súc sống (bò, cừu, lợn…)",Hàng lỏng,"Gia súc sống (bò, cừu, lợn…)"
CHƯƠNG 2,94,Hệ thống nào là bắt buộc trên tàu chở động vật sống:,Hệ thống vũ khí,Hệ thống cấp nước và thức ăn tự động,Hệ thống radar kép,Hệ thống làm lạnh hàng hóa,Hệ thống cấp nước và thức ăn tự động
CHƯƠNG 2,94,Cấu tạo 2 lớp vỏ của tàu chở dầu có chức năng chính là:,Giảm trọng lượng,Tăng tốc độ,Ngăn ngừa rò rỉ dầu khi tàu bị va chạm hoặc mắc cạn,Tăng sức chứa,Ngăn ngừa rò rỉ dầu khi tàu bị va chạm hoặc mắc cạn
CHƯƠNG 2,95,Việc phân chia nhiều két nhỏ trên tàu chở dầu giúp:,Làm đẹp tàu,Giảm hiệuứng mặt thoáng và tăng an toàn,Giảm tốc độ,Tăng chi phí,Giảm hiệuứng mặt thoáng và tăng an toàn
CHƯƠNG 2,96,Tàu VLCC là viết tắt của:,Very Large Container Carrier,Very Light Cargo Carrier,Vessel Large Chemical Carrier,Very Large Crude Carrier,Very Large Crude Carrier
CHƯƠNG 3,1,"Ô tô là phương tiện vận tải có động cơ, di chuyển bằng:",Đệm từ,Bánh xe,Cánh quạt,Bánh xích,Bánh xe
CHƯƠNG 3,2,Ô tô hoạt động chủ yếu trên:,Đường sắt,Đường thủy,Đường hàng không,Đường bộ,Đường bộ
CHƯƠNG 3,3,"Theo bài giảng, ô tô được thiết kế để chuyên chở người, hàng hóa hoặc:",Thực hiện chức năng chuyên dụng,Chỉ dùng cho giải trí,Chỉ chạy trong đô thị,Chỉ dùng trong quân sự,Thực hiện chức năng chuyên dụng
CHƯƠNG 3,4,"Theo công dụng, ô tô được phân thành:",Ô tô ngắn ngày và ô tô dài ngày,Ô tô nội địa và ô tô nhập khẩu,Ô tô con và ô tô lớn,"Ô tô chở khách, ô tô chở hàng, ô tô chuyên dùng","Ô tô chở khách, ô tô chở hàng, ô tô chuyên dùng"
CHƯƠNG 3,5,Một loại ô tô theo công dụng là:,Ô tô chở khách,Ô tô chạy điện,Ô tô nhập khẩu,Ô tô tải nặng,Ô tô chở khách
CHƯƠNG 3,6,"Theo loại nhiên liệu sử dụng, một loại ô tô là:",Ô tô chở khách,Ô tô tải nhẹ,Ô tô bánh xích,Ô tô động cơ xăng,Ô tô động cơ xăng
CHƯƠNG 3,7,Ô tô động cơ diesel có đặc điểm nổi bật là:,Chỉ dùng cho xe con,Chỉ dùng trong đô thị,"Tiết kiệm nhiên liệu, công suất lớn",Không dùng để chở hàng,"Tiết kiệm nhiên liệu, công suất lớn"
CHƯƠNG 3,8,Ô tô điện EV sử dụng:,Mô -tơ điện,Động cơ phản lực,Động cơ hơi nước,Động cơ khí nén,Mô -tơ điện
CHƯƠNG 3,9,Ô tô hybrid là loại xe:,Chỉ dùng diesel,Chỉ dùng xăng,Kết hợp động cơ xăng và điện,Chỉ dùng hydrogen,Kết hợp động cơ xăng và điện
CHƯƠNG 3,10,Một loại ô tô nhiên liệu thay thế được nêu trong bài giảng là xe chạy bằng:,Nước,Than đá,LPG,Gió nén,LPG
CHƯƠNG 3,11,"Theo trọng tải, xe tải nhẹ là xe có trọng tải:","Trên 7,5 tấn",Trên 20 tấn,"Dưới 3,5 tấn",Từ 10 đến 15 tấn,"Dưới 3,5 tấn"
CHƯƠNG 3,12,"Theo trọng tải, xe tải trung bình có trọng tải:","Từ 3,5 đến 7,5 tấn",Dưới 2 tấn,Trên 12 tấn,Từ 1 đến 3 tấn,"Từ 3,5 đến 7,5 tấn"
CHƯƠNG 3,13,"Theo trọng tải, xe tải nặng là xe có trọng tải:",Từ 2 đến 5 tấn,"Trên 7,5 tấn","Dưới 3,5 tấn","Từ 3,5 đến 7,5 tấn","Trên 7,5 tấn"
CHƯƠNG 3,14,"Trong phân loại theo trọng tải, tổ hợp xe dùng vận chuyển container, hàng siêu trường, siêu trọng là:",Xe buýt,Xe tải nhẹ,Xe đầu kéo + rơ -moóc,Xe chuyên dùng cứu thương,Xe đầu kéo + rơ -moóc
CHƯƠNG 3,15,"Theo xuất xứ, một nhóm ô tô được phân loại là:",Ô tô chạy điện,Ô tô tải nặng,Ô tô sản xuất trong nước,Ô tô cứu hỏa,Ô tô sản xuất trong nước
CHƯƠNG 3,16,Ô tô chở hàng phù hợp nhất với:,Vận chuyển trong không gian,Vận chuyển xuyên đại dương,Vận chuyển đường sắt,Vận chuyển khoảng cách ngắn và trung bình,Vận chuyển khoảng cách ngắn và trung bình
CHƯƠNG 3,17,Ô tô chở hàng có thể hoạt động:,Chỉ ban đêm,Chỉ theo lịch cố định,"Liên tục, linh hoạt theo nhu cầu của chủ hàng",Chỉ ban ngày,"Liên tục, linh hoạt theo nhu cầu của chủ hàng"
CHƯƠNG 3,18,Hệ thống động lực là phần:,Chỉ để phanh xe,Tạo ra và truyền động năng giúp xe di chuyển,Chỉ để điều khiển hướng xe,Chỉ để chứa nhiên liệu,Tạo ra và truyền động năng giúp xe di chuyển
CHƯƠNG 3,19,Một bộ phận của hệ thống động lực là:,Đèn pha,Kính chắn gió,Ghế ngồi,Động cơ,Động cơ
CHƯƠNG 3,20,Động cơ có chức năng:,Phát tín hiệu chiếu sáng,Làm mát khoang lái,Tạo công suất vận hành,Điều khiển hướng chuyển động,Tạo công suất vận hành
CHƯƠNG 3,21,Ly hợp có nhiệm vụ:,Tạoáp suất lốp,Ngắt/kết nối truyền động giữa động cơ và hộp số,Giảm rung toàn bộ thân xe,Điều chỉnh ánh sáng đèn xe,Ngắt/kết nối truyền động giữa động cơ và hộp số
CHƯƠNG 3,22,Hộp số có nhiệm vụ:,Tạo lực phanh,Điều khiển gương chiếu hậu,Thay đổi mô-men xoắn và tốc độ xe,Cung cấp điện choắc quy,Thay đổi mô-men xoắn và tốc độ xe
CHƯƠNG 3,23,Trục các đăng dùng để:,Điều khiển bánh trước,Hấp thụ dao động mặt đường,Truyền lực từ hộp số đến cầu xe,Làm mát động cơ,Truyền lực từ hộp số đến cầu xe
CHƯƠNG 3,24,Vi sai có nhiệm vụ:,Điều khiển phanh tay,Giữ ổn định ghế ngồi,Chia và phân phối lực quay tới bánh xe,Giảm nhiệt cho động cơ,Chia và phân phối lực quay tới bánh xe
CHƯƠNG 3,25,Cầu xe có chức năng:,Chỉ truyền điện,Chỉ điều khiển lái,Nâng đỡ và quay bánh xe,Chỉ đỡ thùng hàng,Nâng đỡ và quay bánh xe
CHƯƠNG 3,26,Hệ thống chuyển động còn được gọi là:,Chassis / Drivetrain,Lighting system,Cabin system,Body system,Chassis / Drivetrain
CHƯƠNG 3,27,Hệ thống chuyển động là:,Bộ khung chịu lực chính của ô tô,Hệ thống điện dự phòng,Hệ thống chứa nhiên liệu,Hệ thống giải trí chính của ô tô,Bộ khung chịu lực chính của ô tô
CHƯƠNG 3,28,Một bộ phận thuộc hệ thống chuyển động là:,Hệ thống treo,Đài radio,Điều hòa không khí,Cửa xe,Hệ thống treo
CHƯƠNG 3,29,Hệ thống treo có chức năng:,Tăng công suất động cơ,Điều khiển phanh đỗ,Tăng tốc độ tối đa,"Giảm chấn, hấp thụ dao động từ mặt đường","Giảm chấn, hấp thụ dao động từ mặt đường"
CHƯƠNG 3,30,Hệ thống phanh có nhiệm vụ:,Giúp xe giảm tốc hoặc dừng lại,Truyền lực tới bánh xe,Điều khiển hướng xe,Làm mát động cơ,Giúp xe giảm tốc hoặc dừng lại
CHƯƠNG 3,31,Hệ thống lái dùng để:,Cố định cabin,Điều khiển hướng chuyển động,Tăng công suất động cơ,Làm mát két nước,Điều khiển hướng chuyển động
CHƯƠNG 3,32,Hệ thống truyền lực thường được gắn trên:,Khung chịu lực chính của ô tô,Kính chắn gió,Mui xe,Cửa sau,Khung chịu lực chính của ô tô
CHƯƠNG 3,33,"Hệ thống chuyển động gắn các hệ thống như treo, phanh, lái và:",Điều hòa nhiệt độ,Hệ thống âm thanh,Camera lùi,Truyền lực,Truyền lực
CHƯƠNG 3,34,Mục đích chung của hệ thống chuyển động là giúp xe:,Giảm diện tích chiếm chỗ,Phát nhạc tốt hơn,Vận hành ổn định và chịu tải,Tăng thẩm mỹ bên ngoài,Vận hành ổn định và chịu tải
CHƯƠNG 3,35,Bộ phận liên quan trực tiếp đến việc dừng xe an toàn là:,Hệ thống phanh,Gương chiếu hậu,Cửa kính điện,Hệ thống loa,Hệ thống phanh
CHƯƠNG 3,36,Một hệ thống chính của ô tô là:,Hệ thống điện và điện tử,Hệ thống bánh lái tàu,Hệ thống cánh nâng,Hệ thống boong tàu,Hệ thống điện và điện tử
CHƯƠNG 3,37,Ắc quy trên ô tô có chức năng:,Nâng đỡ cabin,Cung cấp điện cho khởi động và hệ thống điện,Hấp thụ dao động mặt đường,Truyền lực đến cầu xe,Cung cấp điện cho khởi động và hệ thống điện
CHƯƠNG 3,38,Máy phát điện có nhiệm vụ:,Phát điện khi động cơ hoạt động,Nối động cơ với hộp số,Trực tiếp tăng lực phanh,Điều khiển bánh lái,Phát điện khi động cơ hoạt động
CHƯƠNG 3,39,"Một bộ phận thuộc hệ thống chiếu sáng, tín hiệu là:",Mâm xoay,Đèn pha,Chân chống,Trục rơ-moóc,Đèn pha
CHƯƠNG 3,40,Xi -nhan thuộc nhóm:,Hệ thống thân vỏ,"Hệ thống chiếu sáng, tín hiệu",Hệ thống treo,Hệ thống động lực,"Hệ thống chiếu sáng, tín hiệu"
CHƯƠNG 3,41,Đèn phanh thuộc:,Hệ thống treo,Hệ thống truyền lực,"Hệ thống chiếu sáng, tín hiệu",Hệ thống thân vỏ,"Hệ thống chiếu sáng, tín hiệu"
CHƯƠNG 3,42,ECU trong ô tô thuộc nhóm:,Hệ thống chân chống,Hệ thống khoang hàng,Hệ thống điều khiển trung tâm,Hệ thống boong điều khiển,Hệ thống điều khiển trung tâm
CHƯƠNG 3,43,"Trên ô tô, hệ thống điều khiển trung tâm liên quan đến:",Hệ thống an toàn,Trục rơ-moóc,Hầm hàng,Chân vịt,Hệ thống an toàn
CHƯƠNG 3,44,ABS liên quan đến:,Hệ thống nhiên liệu,Hệ thống an toàn,Hệ thống chiếu sáng,Hệ thống treo,Hệ thống an toàn
CHƯƠNG 3,45,ESP liên quan đến:,Hệ thống giải trí,Hệ thống truyền lực,Hệ thống an toàn,Hệ thống cửa xe,Hệ thống an toàn
CHƯƠNG 3,46,Túi khí trong ô tô thuộc nhóm:,Hệ thống động lực,Thiết bị tiện nghi,Hệ thống an toàn,Hệ thống treo,Hệ thống an toàn
CHƯƠNG 3,47,Cảm biến trong ô tô hiện đại thuộc chủ yếu vào:,Hệ thống rơ -moóc,Hệ thống cabin,Hệ thống điện và điện tử,Hệ thống khung gầm,Hệ thống điện và điện tử
CHƯƠNG 3,48,Vai trò chung của hệ thống điện – điện tử là:,Chỉ nâng đỡ xe,Chỉ làm đẹp ngoại thất,Chỉ tăng tải trọng hàng hóa,"Cấp điện, điều khiển và hỗ trợ an toàn vận hành","Cấp điện, điều khiển và hỗ trợ an toàn vận hành"
CHƯƠNG 3,49,Thiết bị giúp khởi động động cơ phụ thuộc trực tiếp vào:,Mâm xoay,Ắc quy,Hệ thống treo,Chân chống rơ -moóc,Ắc quy
CHƯƠNG 3,50,"Khi động cơ đang hoạt động, thiết bị có vai trò phát điện là:",Vi sai,Máy phát điện,Ly hợp,Hộp số,Máy phát điện
CHƯƠNG 3,51,Hệ thống thân vỏ trong ô tô được gọi là:,Drivetrain,Powertrain,Steering,Body,Body
CHƯƠNG 3,52,Thân xe (Body Shell) có chức năng chính là:,Tạo công suất kéo xe,Điều khiển hướng chuyển động,Kết cấu bảo vệ người và thiết bị,Truyền lực tới bánh xe,Kết cấu bảo vệ người và thiết bị
CHƯƠNG 3,53,Cabin/khoang lái là nơi:,Điều khiển và ngồi của người lái,Chứa mâm xoay,Chứa hệ thống treo,Chứa hàng hóa nặng,Điều khiển và ngồi của người lái
CHƯƠNG 3,54,Một bộ phận thuộc hệ thống thân vỏ là:,Trục các đăng,Kính chắn gió,Cầu xe,Vi sai,Kính chắn gió
CHƯƠNG 3,55,Nắp capo thuộc:,Hệ thống thân vỏ,Hệ thống động lực,Hệ thống điện,Hệ thống treo,Hệ thống thân vỏ
CHƯƠNG 3,56,Cốp sau là bộ phận thuộc:,Hệ thống an toàn điện tử,Hệ thống thân vỏ,Hệ thống phanh,Hệ thống lái,Hệ thống thân vỏ
CHƯƠNG 3,57,Điều hòa không khí có chức năng:,Làm mát/sưởiấm khoang xe,Điều khiển hướng xe,Truyền lực từ động cơ tới bánh xe,Chia lực quay cho bánh xe,Làm mát/sưởiấm khoang xe
CHƯƠNG 3,58,Âm thanh – giải trí trên ô tô gồm:,"Phanh, lái, treo","Radio, màn hình, loa","Trục các đăng, cầu xe","Ly hợp, hộp số","Radio, màn hình, loa"
CHƯƠNG 3,59,Camera hỗ trợ đỗ xe thuộc nhóm:,Hệ thống truyền lực,Hệ thống thân vỏ cơ khí,Hệ thống nhiên liệu,Hệ thống tiện nghi và hỗ trợ người lái,Hệ thống tiện nghi và hỗ trợ người lái
CHƯƠNG 3,60,Cảm biến hỗ trợ đỗ xe có tác dụng chủ yếu là:,Tăng công suất động cơ,Hỗ trợ an toàn khi vận hành,Nâng tải trọng hàng hóa,Giảm mức tiêu hao lốp,Hỗ trợ an toàn khi vận hành
CHƯƠNG 3,61,Ưu điểm nổi bật của ô tô chở hàng là gì?,Chở khối lượng lớn nhất,"Linh hoạt, giao hàng tận nơi",Chi phí thấp nhất mọi trường hợp,Không cần đường,"Linh hoạt, giao hàng tận nơi"
CHƯƠNG 3,62,Xe ô tô đầu kéo là loại xe dùng để vận chuyển:,Chỉ hành khách nội đô,"Container, hàng kiện, hàng rời, hàng lỏng hoặc hàng siêu trường, siêu trọng",Chỉ bưu phẩm nhỏ,Chỉ hàng đông lạnh nhẹ,"Container, hàng kiện, hàng rời, hàng lỏng hoặc hàng siêu trường, siêu trọng"
CHƯƠNG 3,63,Xe đầu kéo là phương tiện cơ giới đường bộ được móc nối với:,Chỉ toa xe lửa,Chỉ thân xe cố định,"Thùng hàng, rơ -moóc hoặc sơ mi rơ -moóc chuyên dùng",Chỉ thuyền chở hàng,"Thùng hàng, rơ -moóc hoặc sơ mi rơ -moóc chuyên dùng"
CHƯƠNG 3,64,Một bộ phận của xe đầu kéo là:,Hầm hàng,Cánh máy bay,Boong tàu,Khoang động cơ,Khoang động cơ
CHƯƠNG 3,65,Một bộ phận của xe đầu kéo dùng cho người lái là:,Cabin xe,Giá chuyển hướng,Buồng máy tàu,Khoang hành lý máy bay,Cabin xe
CHƯƠNG 3,66,Phần dùng để chứa nhiên liệu trên xe đầu kéo là:,Vi sai,Trục rơ-moóc,Hộp số,Thùng nhiên liệu,Thùng nhiên liệu
CHƯƠNG 3,67,Mâm xoay trên xe đầu kéo dùng để:,Lắp đèn pha,Kết nối với sơ mi rơ -moóc,Điều khiển phanh,Chứa nhiên liệu,Kết nối với sơ mi rơ -moóc
CHƯƠNG 3,68,Bộ phận chở hàng trên xe đầu kéo là:,Khoang động cơ,Rơ -moóc/sơ mi rơ -moóc,Nóc xe,Cabin xe,Rơ -moóc/sơ mi rơ -moóc
CHƯƠNG 3,69,“Phần chân chống của sơ mi rơ -moóc” dùng để:,Điều khiển hướng xe,Giảm tốc khi xuống dốc,Làm mát bánh xe,Đậu lại khi tháo rời khỏi phần đầu xe,Đậu lại khi tháo rời khỏi phần đầu xe
CHƯƠNG 3,70,Semi rơ -moóc là loại rơ-moóc:,"Không có trục bánh trước riêng biệt, phải kết nối với đầu kéo",Chỉ dùng để chở khách,Có trục bánh trước riêng biệt,Chạy hoàn toàn độc lập như ô tô tải,"Không có trục bánh trước riêng biệt, phải kết nối với đầu kéo"
CHƯƠNG 3,71,"Khi nối vào đầu kéo, tải trọng của semi rơ -moóc được:",Chia sẻ lên trục sau của đầu kéo,Không truyền sang đầu kéo,Dồn hoàn toàn lên bánh trước,Truyền hết lên cabin,Chia sẻ lên trục sau của đầu kéo
CHƯƠNG 3,72,"Trong vận chuyển hàng hoá đường dài, semi rơ -moóc được dùng phổ biến vì:",Tính linh hoạt và khả năng chở hàng lớn,Chỉ dùng được trong nội đô,Chỉ chở được hàng nhẹ,Không cần đầu kéo,Tính linh hoạt và khả năng chở hàng lớn
CHƯƠNG 3,73,Một ưu điểm của semi rơ -moóc là:,Có thể hoán đổi giữa nhiều đầu kéo,Không chở được container,Chỉ dùng cố định với một đầu kéo,Không chở được hàng rời,Có thể hoán đổi giữa nhiều đầu kéo
CHƯƠNG 3,74,Một ưu điểm khác của semi rơ -moóc là:,Chỉ chở được tải nhỏ,Không phù hợp hàng siêu trọng,Tải trọng cao do thiết kế phân bố tải tốt,Không thể chở hàng lỏng,Tải trọng cao do thiết kế phân bố tải tốt
CHƯƠNG 3,75,Xe đầu kéo + semi rơ -moóc có thể chở:,Chỉ hàng đóng bao nhỏ,Chỉ một loại hàng duy nhất,"Từ hàng rời đến container, hàng lỏng, hàng siêu trọng",Chỉ hàng đông lạnh,"Từ hàng rời đến container, hàng lỏng, hàng siêu trọng"
CHƯƠNG 3,76,Một loại rơ-moóc phổ biến trong vận chuyển hàng hoá là:,Toa xitec đường sắt,Tàu kéo sà lan,Rơ -moóc thùng (Container trailer),Toa xe khách,Rơ -moóc thùng (Container trailer)
CHƯƠNG 3,77,Semi rơ -moóc sàn phẳng dùng phổ biến để chở:,Hành khách,Container,Hàng lỏng,Hàng rời không đóng gói,Container
CHƯƠNG 3,78,"Về kết cấu vận hành, semi rơ -moóc muốn hoạt động bắt buộc phải:",Kết nối với đầu kéo,Có cabin độc lập,Có đường ray riêng,Có động cơ riêng,Kết nối với đầu kéo
CHƯƠNG 3,79,Ưu điểm “linh hoạt” của semi rơ -moóc chủ yếu xuất phát từ việc:,Chỉ cần một loại hàng hóa,Không cần bãi đỗ,Có thể tự chạy không cần đầu kéo,Có thể thay đổi đầu kéo theo nhu cầu khai thác,Có thể thay đổi đầu kéo theo nhu cầu khai thác
CHƯƠNG 3,80,"Trong tổ hợp đầu kéo – semi rơ -moóc, phần “đầu kéo” có vai trò chính là:",Cung cấp lực kéo cho toàn tổ hợp xe,Chỉ làm nơi chứa hàng,Chỉ để lắp đèn tín hiệu,Chỉ để chở thêm người,Cung cấp lực kéo cho toàn tổ hợp xe
